date,region,store,units,price,salesrep,endcap,demo,demo13,demo45,natural,fitness
7/13/2010,NC,Redwood City,726.37006,4.7284617,1,1,0,0,1,3,4
5/4/2010,NC,Roseville,285.52112,4.6233335,1,0,0,1,0,2,1
5/11/2010,NC,Roseville,289.12128,4.6809092,1,0,0,1,0,2,1
5/18/2010,NC,Roseville,311.48138,4.0627275,1,0,0,1,0,2,1
5/25/2010,NC,Roseville,260.1387,4.0627275,1,0,0,0,1,2,1
6/1/2010,NC,Roseville,301.97211,4.29,1,0,0,0,1,2,1
6/8/2010,NC,Roseville,301.02255,4.6045456,1,0,0,0,0,2,1
6/15/2010,NC,Roseville,223.20616,4.3200002,1,0,0,0,0,2,1
6/22/2010,NC,Roseville,246.45285,4.5983334,1,0,0,0,0,2,1
6/29/2010,NC,Roseville,223.32784,4.1118183,1,0,0,0,0,2,1
7/6/2010,NC,Roseville,276.77902,3.96,1,0,0,0,0,2,1
7/13/2010,NC,Roseville,268.59305,3.96,1,0,0,0,0,2,1
5/4/2010,NC,Sacramento,287.7963,4.5900002,1,0,0,0,0,3,0
5/11/2010,NC,Sacramento,280.22449,4.5900002,1,0,0,0,0,3,0
5/18/2010,NC,Sacramento,314.64081,3.9011111,1,0,0,0,0,3,0
5/25/2010,NC,Sacramento,223.71118,4.1900001,1,0,0,0,0,3,0
6/1/2010,NC,Sacramento,192.68137,3.9011111,1,0,0,0,0,3,0
6/8/2010,NC,Sacramento,169.33453,4.2222223,1,0,0,0,0,3,0
6/15/2010,NC,Sacramento,249.79205,4.5344443,1,0,0,0,0,3,0
6/22/2010,NC,Sacramento,159.1044,4.5599999,1,0,0,0,0,3,0
6/29/2010,NC,Sacramento,226.89935,4.1788888,1,0,0,0,0,3,0
7/6/2010,NC,Sacramento,252.18346,3.99,1,0,0,0,0,3,0
7/13/2010,NC,Sacramento,284.16254,3.99,1,0,0,0,0,3,0
5/4/2010,NC,San Mateo,274.46719,4.8699999,1,0,0,1,0,1,3
5/11/2010,NC,San Mateo,306.91055,4.8699999,1,0,0,1,0,1,3
5/18/2010,NC,San Mateo,367.71405,4.5500002,1,0,0,0,1,1,3
5/25/2010,NC,San Mateo,276.84943,4.5500002,1,0,0,0,1,1,3
6/1/2010,NC,San Mateo,196.71347,4.5500002,1,0,0,0,0,1,3
6/8/2010,NC,San Mateo,231.29474,4.6233335,1,0,0,0,0,1,3
6/15/2010,NC,San Mateo,265.90448,4.9445453,1,0,0,0,0,1,3
6/22/2010,NC,San Mateo,312.81088,4.859231,1,0,0,0,0,1,3
6/29/2010,NC,San Mateo,244.89859,4.859231,1,0,0,0,0,1,3
7/6/2010,NC,San Mateo,206.59744,4.7284617,1,0,0,0,0,1,3
7/13/2010,NC,San Mateo,325.82547,4.7284617,1,0,0,0,0,1,3
5/4/2010,NC,San Rafael,271.98685,4.79,1,0,0,0,0,1,1
5/11/2010,NC,San Rafael,211.82161,4.79,1,0,0,0,0,1,1
5/18/2010,NC,San Rafael,296.29178,4.4823079,1,0,1,0,0,1,1
5/25/2010,NC,San Rafael,351.67273,4.4823079,1,0,0,1,0,1,1
6/1/2010,NC,San Rafael,480.66168,4.4823079,1,0,1,1,0,1,1
6/8/2010,NC,San Rafael,405.28085,4.8884616,1,0,1,1,0,1,1
6/15/2010,NC,San Rafael,320.55075,4.859231,1,0,0,1,1,1,1
6/22/2010,NC,San Rafael,508.39658,4.5983334,1,0,1,1,1,1,1
6/29/2010,NC,San Rafael,298.11194,4.859231,1,0,0,1,1,1,1
7/6/2010,NC,San Rafael,371.03244,4.7284617,1,0,0,1,1,1,1
7/13/2010,NC,San Rafael,395.26816,4.7284617,1,0,0,1,1,1,1
5/4/2010,NC,San Ramon,269.8884,4.6399999,1,0,0,0,0,2,4
5/11/2010,NC,San Ramon,184.35349,4.6399999,1,0,0,0,0,2,4
5/18/2010,NC,San Ramon,246.55086,4.3011112,1,0,0,0,0,2,4
5/25/2010,NC,San Ramon,274.77502,4.1900001,1,0,0,0,0,2,4
6/1/2010,NC,San Ramon,200.09346,4.1233335,1,0,0,0,0,2,4
6/8/2010,NC,San Ramon,265.8403,4.79,1,0,0,0,0,2,4
6/15/2010,NC,San Ramon,203.94315,4.79,1,0,0,0,0,2,4
6/22/2010,NC,San Ramon,253.76674,4.9042859,1,0,0,0,0,2,4
6/29/2010,NC,San Ramon,294.93384,4.6233335,1,0,0,0,0,2,4
7/6/2010,NC,San Ramon,191.13725,4.4699998,1,0,0,0,0,2,4
7/13/2010,NC,San Ramon,199.4821,4.4263635,1,0,0,0,0,2,4
5/4/2010,NC,Santa Cruz,367.88254,4.3627272,1,0,0,0,1,3,4
5/11/2010,NC,Santa Cruz,341.20926,4.4699998,1,0,0,0,1,3,4
5/18/2010,NC,Santa Cruz,244.49249,4.0627275,1,0,0,0,0,3,4
5/25/2010,NC,Santa Cruz,216.82237,4.0627275,1,0,0,0,0,3,4
6/1/2010,NC,Santa Cruz,213.28716,4.0627275,1,0,0,0,0,3,4
6/8/2010,NC,Santa Cruz,272.76031,4.2719998,1,0,0,0,0,3,4
6/15/2010,NC,Santa Cruz,305.20874,4.1788888,1,0,0,0,0,3,4
6/22/2010,NC,Santa Cruz,267.96924,3.6144445,1,0,0,0,0,3,4
6/29/2010,NC,Santa Cruz,262.36905,3.6718183,1,0,0,0,0,3,4
7/6/2010,NC,Santa Cruz,245.12947,3.6718183,1,0,0,0,0,3,4
7/13/2010,NC,Santa Cruz,301.26758,3.4828572,1,0,0,0,0,3,4
5/4/2010,NC,Santa Rosa,213.96176,4.6566668,1,0,0,0,0,1,1
5/11/2010,NC,Santa Rosa,222.40187,4.6700001,1,0,0,0,0,1,1
5/18/2010,NC,Santa Rosa,347.52402,4.2445455,1,0,1,0,0,1,1
5/25/2010,NC,Santa Rosa,380.59958,4.5718184,1,0,0,1,0,1,1
6/1/2010,NC,Santa Rosa,341.86557,4.5718184,1,0,0,1,0,1,1
6/8/2010,NC,Santa Rosa,357.29776,4.6166668,1,0,0,1,0,1,1
6/15/2010,NC,Santa Rosa,278.12387,4.9316669,1,0,0,0,1,1,1
6/22/2010,NC,Santa Rosa,284.42685,4.9316669,1,0,0,0,1,1,1
6/29/2010,NC,Santa Rosa,260.2041,4.9445453,1,0,0,0,0,1,1
7/6/2010,NC,Santa Rosa,320.30969,4.7284617,1,0,0,0,0,1,1
7/13/2010,NC,Santa Rosa,259.13202,4.7233334,1,0,0,0,0,1,1
5/4/2010,NC,SoMa,355.85901,5.0900002,1,0,0,1,0,0,4
5/11/2010,NC,SoMa,364.87692,5.0900002,1,0,0,1,0,0,4
5/18/2010,NC,SoMa,247.3412,4.4263635,1,0,0,1,1,0,4
5/25/2010,NC,SoMa,378.1434,4.4263635,1,0,0,0,1,0,4
6/1/2010,NC,SoMa,343.97742,4.4263635,1,0,0,0,1,0,4
6/8/2010,NC,SoMa,169.04114,4.8909092,1,0,0,0,0,0,4
6/15/2010,NC,SoMa,220.89325,4.8718181,1,0,0,0,0,0,4
6/22/2010,NC,SoMa,189.65788,4.8718181,1,0,0,0,0,0,4
6/29/2010,NC,SoMa,173.35835,4.8718181,1,0,0,0,0,0,4
7/6/2010,NC,SoMa,216.33322,4.7172728,1,0,0,0,0,0,4
7/13/2010,NC,SoMa,210.16319,4.7172728,1,0,0,0,0,0,4
5/4/2010,NC,Stevens Creek (aka Cupertino),321.26385,4.5900002,1,0,0,1,0,1,2
5/11/2010,NC,Stevens Creek (aka Cupertino),426.23932,4.608182,1,0,0,1,0,1,2
5/18/2010,NC,Stevens Creek (aka Cupertino),237.75002,4.4823079,1,0,0,1,1,1,2
5/25/2010,NC,Stevens Creek (aka Cupertino),297.37332,4.4823079,1,0,0,0,1,1,2
6/1/2010,NC,Stevens Creek (aka Cupertino),396.94922,4.4823079,1,0,0,0,1,1,2
6/8/2010,NC,Stevens Creek (aka Cupertino),138.81966,4.8669229,1,0,0,0,0,1,2
6/15/2010,NC,Stevens Creek (aka Cupertino),707.66888,4.1538463,1,1,0,0,0,1,2
6/22/2010,NC,Stevens Creek (aka Cupertino),636.79144,4.120769,1,1,0,0,0,1,2
6/29/2010,NC,Stevens Creek (aka Cupertino),740.16064,4.120769,1,1,0,0,0,1,2
7/6/2010,NC,Stevens Creek (aka Cupertino),734.22992,4.7323079,1,1,0,0,0,1,2
7/13/2010,NC,Stevens Creek (aka Cupertino),617.70862,4.7284617,1,1,0,0,0,1,2
5/4/2010,NC,Walnut Creek,161.06413,4.6233335,1,0,0,0,0,2,0
5/11/2010,NC,Walnut Creek,227.2841,4.6809092,1,0,0,0,0,2,0
5/18/2010,NC,Walnut Creek,269.70609,4.4823079,1,0,0,0,0,2,0
5/25/2010,NC,Walnut Creek,311.63684,4.4823079,1,0,0,0,0,2,0
6/1/2010,NC,Walnut Creek,211.91428,4.29,1,0,0,0,0,2,0
6/8/2010,NC,Walnut Creek,252.79269,4.9076924,1,0,0,0,0,2,0
6/15/2010,NC,Walnut Creek,709.08771,4.859231,1,1,0,0,0,2,0
6/22/2010,NC,Walnut Creek,736.30151,4.29,1,1,0,0,0,2,0
6/29/2010,NC,Walnut Creek,663.24365,4.8469229,1,1,0,0,0,2,0
7/6/2010,NC,Walnut Creek,739.00403,4.4990907,1,1,0,0,0,2,0
7/13/2010,NC,Walnut Creek,681.15222,4.5500002,1,1,0,0,0,2,0
5/4/2010,NE,Bowery,127.97855,4.6328573,0,0,0,0,0,1,2
5/11/2010,NE,Bowery,152.53465,4.9274998,0,0,0,0,0,1,2
5/18/2010,NE,Bowery,250.59645,4.3687501,0,0,0,0,0,1,2
5/25/2010,NE,Bowery,230.18776,4.2085714,1,0,0,0,0,1,2
6/1/2010,NE,Bowery,258.26648,4.2085714,1,0,0,0,0,1,2
6/8/2010,NE,Bowery,120.97175,4.6328573,1,0,0,0,0,1,2
6/15/2010,NE,Bowery,323.95523,4.6455555,1,0,1,0,0,1,2
6/22/2010,NE,Bowery,332.53958,4.1199999,1,0,0,1,0,1,2
6/29/2010,NE,Bowery,318.75479,4.1199999,1,0,0,1,0,1,2
7/6/2010,NE,Bowery,333.84805,3.3111112,1,0,0,1,0,1,2
7/13/2010,NE,Bowery,335.28131,3.1470001,1,0,0,0,1,1,2
5/4/2010,NE,Chelsea,169.60161,4.2399998,0,0,0,0,0,2,1
5/11/2010,NE,Chelsea,209.39716,4.2283335,0,0,0,0,0,2,1
5/18/2010,NE,Chelsea,196.34961,3.9949999,0,0,0,0,0,2,1
5/25/2010,NE,Chelsea,358.38055,3.9949999,1,0,0,0,0,2,1
6/1/2010,NE,Chelsea,198.00954,3.9949999,1,0,0,0,0,2,1
6/8/2010,NE,Chelsea,166.40781,4.2399998,1,0,0,0,0,2,1
6/15/2010,NE,Chelsea,299.8732,4.2399998,1,0,1,0,0,2,1
6/22/2010,NE,Chelsea,344.85571,4.2399998,1,0,0,1,0,2,1
6/29/2010,NE,Chelsea,340.26697,4.2399998,1,0,0,1,0,2,1
7/6/2010,NE,Chelsea,262.28119,3.7449999,1,0,0,1,0,2,1
7/13/2010,NE,Chelsea,235.86848,3.7449999,1,0,0,0,1,1,1
5/4/2010,NE,Columbus Circle,203.79755,4.2042856,0,0,0,0,0,2,1
5/11/2010,NE,Columbus Circle,219.2915,4.8233333,0,0,0,0,0,2,1
5/18/2010,NE,Columbus Circle,294.08243,4.1199999,0,0,0,0,0,2,1
5/25/2010,NE,Columbus Circle,337.72974,3.9242857,1,0,0,0,0,2,1
6/1/2010,NE,Columbus Circle,198.84946,3.9242857,1,0,0,0,0,2,1
6/8/2010,NE,Columbus Circle,224.22525,4.2042856,1,0,0,0,0,2,1
6/15/2010,NE,Columbus Circle,258.85788,4.2042856,1,0,0,0,0,2,1
6/22/2010,NE,Columbus Circle,259.40173,3.8011112,1,0,0,0,0,2,1
6/29/2010,NE,Columbus Circle,206.17459,3.9337499,1,0,0,0,0,2,1
7/6/2010,NE,Columbus Circle,304.46835,3.3111112,1,0,0,0,0,2,1
7/13/2010,NE,Columbus Circle,331.18182,3.1470001,1,0,0,0,0,2,1
5/4/2010,NE,Edgewater,280.66507,4.1614285,0,0,0,1,0,2,0
5/11/2010,NE,Edgewater,340.35565,4.1614285,0,0,0,0,1,2,0
5/18/2010,NE,Edgewater,293.19247,3.9449999,0,0,0,0,1,2,0
5/25/2010,NE,Edgewater,247.64821,4.237143,1,0,0,0,0,2,0
6/1/2010,NE,Edgewater,236.22984,4.4562502,1,0,0,0,0,2,0
6/8/2010,NE,Edgewater,272.23566,4.7328572,1,0,0,0,0,2,0
6/15/2010,NE,Edgewater,183.6752,4.1614285,1,0,0,0,0,2,0
6/22/2010,NE,Edgewater,252.50665,4.1900001,1,0,0,0,0,2,0
6/29/2010,NE,Edgewater,289.86053,4.1614285,1,0,0,0,0,2,0
7/6/2010,NE,Edgewater,200.91386,3.78,1,0,0,0,0,2,0
7/13/2010,NE,Edgewater,135.16737,3.78,1,0,0,0,0,2,0
5/4/2010,NE,Jericho,89.823334,4.8566666,0,0,0,0,0,1,1
5/11/2010,NE,Jericho,171.57187,4.8566666,0,0,0,0,0,1,1
5/18/2010,NE,Jericho,197.55095,4.3499999,0,0,0,0,0,1,1
5/25/2010,NE,Jericho,268.89447,4.3499999,1,0,0,0,0,1,1
6/1/2010,NE,Jericho,173.20825,4.145,1,0,0,0,0,1,1
6/8/2010,NE,Jericho,299.9339,4.6399999,1,0,0,0,0,1,1
6/15/2010,NE,Jericho,244.48262,4.1900001,1,0,0,0,0,1,1
6/22/2010,NE,Jericho,440.97003,4.1900001,1,0,1,0,0,1,1
6/29/2010,NE,Jericho,269.93481,3.9400001,1,0,0,1,0,1,1
7/6/2010,NE,Jericho,334.96323,4.1789999,1,0,0,1,0,1,1
7/13/2010,NE,Jericho,357.74847,4.1789999,1,0,0,1,0,1,1
5/4/2010,NE,Middletown,230.50294,5.29,0,0,0,1,0,2,5
5/11/2010,NE,Middletown,363.78534,4.3899999,0,0,0,0,1,2,5
5/18/2010,NE,Middletown,268.40866,4.79,0,0,0,0,1,2,5
5/25/2010,NE,Middletown,211.23872,4.3899999,1,0,0,0,0,2,5
6/1/2010,NE,Middletown,223.08316,4.79,1,0,0,0,0,2,5
6/8/2010,NE,Middletown,351.97073,5.29,1,0,0,0,0,2,5
6/15/2010,NE,Middletown,168.56505,5.8299999,1,0,0,0,0,2,5
6/22/2010,NE,Middletown,241.95493,6.1900001,1,0,0,0,0,2,5
6/29/2010,NE,Middletown,184.85809,5.5900002,1,0,0,0,0,2,5
7/6/2010,NE,Middletown,200.07703,4.6224999,1,0,0,0,0,2,5
7/13/2010,NE,Middletown,181.7513,4.6224999,1,0,0,0,0,2,5
5/4/2010,NE,Rose City,154.70125,4.7328572,0,0,0,0,0,1,5
5/11/2010,NE,Rose City,120.08166,4.0300002,0,0,0,0,0,1,5
5/18/2010,NE,Rose City,284.82919,3.6663637,0,0,0,0,0,1,5
5/25/2010,NE,Rose City,248.17471,3.6663637,1,0,0,0,0,1,5
6/1/2010,NE,Rose City,278.14697,3.7939999,1,0,0,0,0,1,5
6/8/2010,NE,Rose City,275.66125,4.0300002,1,0,0,0,0,1,5
6/15/2010,NE,Rose City,325.03973,3.6300001,1,0,1,0,0,1,5
6/22/2010,NE,Rose City,336.94446,4.0300002,1,0,0,1,0,1,5
6/29/2010,NE,Rose City,304.84372,4.2122221,1,0,0,1,0,1,5
7/6/2010,NE,Rose City,257.52695,4.02,1,0,0,1,0,1,5
7/13/2010,NE,Rose City,280.49606,4.0162501,1,0,0,0,1,1,5
5/4/2010,NE,Union Square,234.36818,4.2042856,0,0,0,0,0,1,2
5/11/2010,NE,Union Square,240.35825,4.1816669,0,0,0,0,0,1,2
5/18/2010,NE,Union Square,212.82588,3.9242857,0,0,0,0,0,1,2
5/25/2010,NE,Union Square,213.59334,3.8842857,1,0,0,0,0,1,2
6/1/2010,NE,Union Square,202.78247,3.464,1,0,0,0,0,1,2
6/8/2010,NE,Union Square,172.89299,3.6600001,1,0,0,0,0,1,2
6/15/2010,NE,Union Square,270.36572,3.6233332,1,0,0,0,0,1,2
6/22/2010,NE,Union Square,280.23676,3.96,1,0,0,0,0,1,2
6/29/2010,NE,Union Square,350.55099,3.6289999,1,0,1,0,0,1,2
7/6/2010,NE,Union Square,351.30307,3.0050001,1,0,0,1,0,1,2
7/13/2010,NE,Union Square,313.2872,3.142,1,0,0,1,0,1,2
5/4/2010,NE,West Orange,206.85486,4.7328572,0,0,0,0,0,2,3
5/11/2010,NE,West Orange,142.74466,4.1614285,0,0,0,0,0,2,3
5/18/2010,NE,West Orange,227.90987,3.8814285,0,0,0,0,0,2,3
5/25/2010,NE,West Orange,223.91264,4.145,1,0,0,0,0,2,3
6/1/2010,NE,West Orange,220.86505,3.8814285,1,0,0,0,0,2,3
6/8/2010,NE,West Orange,229.2195,4.1900001,1,0,0,0,0,2,3
6/15/2010,NE,West Orange,224.88853,4.1614285,1,0,0,0,0,2,3
6/22/2010,NE,West Orange,241.56975,4.1614285,1,0,0,0,0,2,3
6/29/2010,NE,West Orange,230.10048,4.1614285,1,0,0,0,0,2,3
7/6/2010,NE,West Orange,308.24658,3.7449999,1,0,0,0,0,2,3
7/13/2010,NE,West Orange,326.65295,3.7449999,1,0,0,0,0,2,3
5/4/2010,NE,White Plains,120.51899,4.1614285,0,0,0,0,1,1,1
5/11/2010,NE,White Plains,199.31599,4.1285715,0,0,0,0,1,1,1
5/18/2010,NE,White Plains,265.20779,3.8814285,0,0,0,0,0,1,1
5/25/2010,NE,White Plains,292.62009,3.8814285,1,0,0,0,0,1,1
6/1/2010,NE,White Plains,296.42926,3.8814285,1,0,0,0,0,1,1
6/8/2010,NE,White Plains,349.29651,4.1257143,1,0,1,0,0,1,1
6/15/2010,NE,White Plains,284.12363,4.1614285,1,0,0,1,0,1,1
6/22/2010,NE,White Plains,302.02682,4.1614285,1,0,0,1,0,1,1
6/29/2010,NE,White Plains,262.65704,4.1614285,1,0,0,1,0,1,1
7/6/2010,NE,White Plains,377.13947,3.8266666,1,0,0,0,1,1,1
7/13/2010,NE,White Plains,327.8667,3.5185714,1,0,0,0,1,1,1
5/4/2010,PN,Bellevue,178.29671,4.836154,1,0,0,0,0,1,2
5/11/2010,PN,Bellevue,198.50633,4.2166667,1,0,0,0,0,1,2
5/18/2010,PN,Bellevue,329.45435,4.1087499,1,0,0,0,0,1,2
5/25/2010,PN,Bellevue,241.5137,4.1087499,1,0,0,0,0,1,2
6/1/2010,PN,Bellevue,180.82678,4.1087499,1,0,0,0,0,1,2
6/8/2010,PN,Bellevue,226.09587,4.5633335,1,0,0,0,0,1,2
6/15/2010,PN,Bellevue,257.02997,4.3185716,1,0,0,0,0,1,2
6/22/2010,PN,Bellevue,751.92712,4.0733333,1,1,1,0,0,1,2
6/29/2010,PN,Bellevue,789.09186,3.3940001,1,1,0,1,0,1,2
7/6/2010,PN,Bellevue,831.1449,3.526875,1,1,0,1,0,1,2
7/13/2010,PN,Bellevue,725.73004,2.8892858,1,1,0,1,0,1,2
5/4/2010,PN,Bend,222.52264,4.6774998,1,0,0,0,0,0,2
5/11/2010,PN,Bend,242.03281,4.2042856,1,0,0,0,0,0,2
5/18/2010,PN,Bend,222.57224,4.2024999,1,0,0,0,0,0,2
5/25/2010,PN,Bend,240.30479,3.5788889,1,0,0,0,0,0,2
6/1/2010,PN,Bend,297.3226,4.0455556,1,0,0,0,0,0,2
6/8/2010,PN,Bend,214.81187,4.4677777,1,0,0,0,0,0,2
6/15/2010,PN,Bend,224.8051,3.7011111,1,0,0,0,0,0,2
6/22/2010,PN,Bend,242.09166,3.8900001,1,0,0,0,0,0,2
6/29/2010,PN,Bend,221.63977,3.7581818,1,0,0,0,0,0,2
7/6/2010,PN,Bend,269.99518,2.9953847,1,0,0,0,0,0,2
7/13/2010,PN,Bend,320.58511,2.9953847,1,0,0,0,0,0,2
5/4/2010,PN,Bridgeport,248.68137,4.5733333,1,0,0,0,0,1,0
5/11/2010,PN,Bridgeport,240.50305,4.2627273,1,0,0,0,0,1,0
5/18/2010,PN,Bridgeport,278.55463,4.1718183,1,0,0,0,0,1,0
5/25/2010,PN,Bridgeport,204.6524,4.1983333,1,0,0,0,0,1,0
6/1/2010,PN,Bridgeport,266.28436,4.1718183,1,0,0,0,0,1,0
6/8/2010,PN,Bridgeport,175.16536,4.1971431,1,0,0,0,0,1,0
6/15/2010,PN,Bridgeport,280.7124,3.9471428,1,0,0,0,0,1,0
6/22/2010,PN,Bridgeport,712.72455,3.1823077,1,1,0,0,0,1,0
6/29/2010,PN,Bridgeport,648.38324,3.5899999,1,1,0,0,0,1,0
7/6/2010,PN,Bridgeport,776.29388,3.3150001,1,1,0,0,0,1,0
7/13/2010,PN,Bridgeport,737.20917,3.0307143,1,1,0,0,0,1,0
5/4/2010,PN,Fremont,198.71201,4.5900002,1,0,0,0,0,2,4
5/11/2010,PN,Fremont,254.84969,4.6774998,1,0,0,0,0,2,4
5/18/2010,PN,Fremont,343.57248,4.2024999,1,0,0,0,0,2,4
5/25/2010,PN,Fremont,291.41998,4.5122223,1,0,0,0,0,2,4
6/1/2010,PN,Fremont,269.07715,4.2024999,1,0,0,0,0,2,4
6/8/2010,PN,Fremont,219.24672,4.6774998,1,0,0,0,0,2,4
6/15/2010,PN,Fremont,325.61343,4.1627274,1,0,0,0,0,2,4
6/22/2010,PN,Fremont,296.14285,4.667778,1,0,0,0,0,2,4
6/29/2010,PN,Fremont,260.03778,3.78,1,0,0,0,0,2,4
7/6/2010,PN,Fremont,159.47447,3.9116666,1,0,0,0,0,2,4
7/13/2010,PN,Fremont,283.49316,3.5409091,1,0,0,0,0,2,4
5/4/2010,PN,Mill Plain,340.72443,4.5900002,1,0,0,1,0,1,0
5/11/2010,PN,Mill Plain,276.88235,4.8990908,1,0,0,0,1,1,0
5/18/2010,PN,Mill Plain,469.6665,4.3990908,1,0,0,0,1,1,0
5/25/2010,PN,Mill Plain,207.85191,4.0542855,1,0,0,0,0,1,0
6/1/2010,PN,Mill Plain,247.33545,4.0542855,1,0,0,0,0,1,0
6/8/2010,PN,Mill Plain,233.35188,4.4471431,1,0,0,0,0,1,0
6/15/2010,PN,Mill Plain,247.00409,4.1746154,1,0,0,0,0,1,0
6/22/2010,PN,Mill Plain,424.70444,4.4471431,1,0,1,0,0,1,0
6/29/2010,PN,Mill Plain,310.58286,4.1971431,1,0,0,1,0,1,0
7/6/2010,PN,Mill Plain,347.11685,3.303077,1,0,0,1,0,1,0
7/13/2010,PN,Mill Plain,331.33112,3.6378572,1,0,0,1,0,1,0
5/4/2010,PN,Redmond,219.48421,4.2166667,1,0,0,0,0,2,3
5/11/2010,PN,Redmond,218.55443,4.2166667,1,0,0,0,0,2,3
5/18/2010,PN,Redmond,214.92342,4.0900002,1,0,0,0,0,2,3
5/25/2010,PN,Redmond,221.32611,3.79,1,0,0,0,0,2,3
6/1/2010,PN,Redmond,195.68178,3.6971428,1,0,0,0,0,2,3
6/8/2010,PN,Redmond,218.67693,4.2166667,1,0,0,0,0,2,3
6/15/2010,PN,Redmond,652.75647,3.7293334,1,1,0,0,0,2,3
6/22/2010,PN,Redmond,891.08295,3.5940001,1,1,1,0,0,2,3
6/29/2010,PN,Redmond,926.09259,3.2685714,1,1,1,1,0,2,3
7/6/2010,PN,Redmond,787.33337,3.3646667,1,1,0,1,0,2,3
7/13/2010,PN,Redmond,784.79211,3.3646667,1,1,0,1,0,2,3
5/4/2010,PN,Roosevelt Square,304.47159,4.5233335,1,0,0,0,1,3,2
5/11/2010,PN,Roosevelt Square,300.72711,4.4899998,1,0,0,0,1,3,2
5/18/2010,PN,Roosevelt Square,222.5323,4.4130769,1,0,0,0,0,3,2
5/25/2010,PN,Roosevelt Square,189.40163,4.4130769,1,0,0,0,0,3,2
6/1/2010,PN,Roosevelt Square,207.18456,4.1966667,1,0,0,0,0,3,2
6/8/2010,PN,Roosevelt Square,273.18408,4.4524999,1,0,0,0,0,3,2
6/15/2010,PN,Roosevelt Square,130.91008,4.4524999,1,0,0,0,0,3,2
6/22/2010,PN,Roosevelt Square,824.63696,4.3431249,1,1,1,0,0,3,2
6/29/2010,PN,Roosevelt Square,885.8067,3.7275,1,1,1,1,0,3,2
7/6/2010,PN,Roosevelt Square,703.00226,3.713125,1,1,0,1,0,3,2
7/13/2010,PN,Roosevelt Square,772.20776,3.713125,1,1,0,1,0,3,2
5/4/2010,PN,Tanasbourne,242.79652,4.5733333,1,0,0,0,0,0,0
5/11/2010,PN,Tanasbourne,176.13632,4.2166667,1,0,0,0,0,0,0
5/18/2010,PN,Tanasbourne,200.17052,4.1966667,1,0,0,0,0,0,0
5/25/2010,PN,Tanasbourne,214.1299,4.0833335,1,0,0,0,0,0,0
6/1/2010,PN,Tanasbourne,298.77393,4.1515384,1,0,0,0,0,0,0
6/8/2010,PN,Tanasbourne,231.33044,4.3185716,1,0,0,0,0,0,0
6/15/2010,PN,Tanasbourne,220.28571,4.1746154,1,0,0,0,0,0,0
6/22/2010,PN,Tanasbourne,173.37971,4.3185716,1,0,0,0,0,0,0
6/29/2010,PN,Tanasbourne,240.30106,4.1971431,1,0,0,0,0,0,0
7/6/2010,PN,Tanasbourne,194.69951,3.303077,1,0,0,0,0,0,0
7/13/2010,PN,Tanasbourne,295.79663,3.6484616,1,0,0,0,0,0,0
5/4/2010,PN,Westlake,273.27405,4.2166667,1,0,0,0,0,1,0
5/11/2010,PN,Westlake,228.23199,4.4499998,1,0,0,0,0,1,0
5/18/2010,PN,Westlake,266.40311,4.1087499,1,0,0,0,0,1,0
5/25/2010,PN,Westlake,288.41528,4.0833335,1,0,0,0,0,1,0
6/1/2010,PN,Westlake,286.63641,4.0833335,1,0,0,0,0,1,0
6/8/2010,PN,Westlake,258.30533,4.4524999,1,0,0,0,0,1,0
6/15/2010,PN,Westlake,200.36388,4.1971431,1,0,0,0,0,1,0
6/22/2010,PN,Westlake,247.31352,4.4524999,1,0,1,0,0,1,0
6/29/2010,PN,Westlake,365.77472,3.9471428,1,0,1,1,0,1,0
7/6/2010,PN,Westlake,314.15793,3.6378572,1,0,0,1,0,1,0
7/13/2010,PN,Westlake,339.1918,3.963125,1,0,0,1,0,1,0
5/4/2010,RM,Academy,270.7489,4.29,1,0,0,0,0,1,2
5/11/2010,RM,Academy,314.50583,4.29,1,0,1,0,0,1,2
5/18/2010,RM,Academy,390.60696,4.0858335,1,0,0,1,0,1,2
5/25/2010,RM,Academy,249.86238,4.0858335,1,0,0,1,0,1,2
6/1/2010,RM,Academy,222.03389,4.7931252,1,0,0,1,0,1,2
6/8/2010,RM,Academy,276.35818,4.1471429,1,0,0,0,1,1,2
6/15/2010,RM,Academy,294.86319,4.1471429,1,0,0,0,1,1,2
6/22/2010,RM,Academy,383.45581,4.0500002,1,0,1,0,0,1,2
6/29/2010,RM,Academy,300.29425,4.0500002,1,0,0,1,0,1,2
7/6/2010,RM,Academy,296.74313,4.5813332,1,0,0,1,0,1,2
7/13/2010,RM,Academy,429.79776,3.5569232,1,0,0,1,0,1,2
5/4/2010,RM,Belmar,297.21707,4.29,1,0,0,0,0,2,2
5/11/2010,RM,Belmar,268.40558,4.29,1,0,0,0,0,2,2
5/18/2010,RM,Belmar,206.02798,4.0858335,1,0,0,0,0,2,2
5/25/2010,RM,Belmar,201.96735,4.0858335,1,0,0,0,0,2,2
6/1/2010,RM,Belmar,239.72697,3.8399999,1,0,0,0,0,2,2
6/8/2010,RM,Belmar,171.39282,4.2592306,1,0,0,0,0,2,2
6/15/2010,RM,Belmar,172.74559,4.9899998,1,0,0,0,0,2,2
6/22/2010,RM,Belmar,379.20413,3.7685714,1,0,1,0,0,2,2
6/29/2010,RM,Belmar,346.14938,4.7024999,1,0,0,1,0,2,2
